image_filename,ingredients,directions,category_url,title,category,rating,rating_count,cook_time,total_time,yield,servings,calories,fat,carbs,protein,verb_count,ingredient_count,yield_servings_merge,like_or_dislike
7698466-63b69c4675eb421a913b7b109312deea.jpg,"['4 tablespoons all-purpose flour', '1 ½ tablespoons Italian seasoning', '1 ½ tablespoons onion powder', '½ teaspoon salt', '½ teaspoon ground black pepper', '1 ½ pounds beef stew meat, cubed', '2 ¾ cups beef broth', '1 cup dry red wine', '2 tablespoons tomato paste', '3 cloves garlic, minced', '1 cup chopped red potatoes', '1 medium white onion, quartered', '½ cup chopped carrots', '½ cup chopped celery', '2 sprigs fresh rosemary', '1  bay leaf', '½ (8 ounce) package egg noodles']","['Combine flour, Italian seasoning, onion powder, salt, and pepper in a gallon-sized resealable plastic bag. Shake to mix seasoning. Add beef to bag, seal, and shake to coat.', ""Select Sear function on a multi-functional electric pressure cooker (such as Instant Pot) according to manufacturer's instructions. Add coated beef cubes and sear until lightly browned on all sides, 7 to 10 minutes. Pour in broth and red wine. Add tomato paste and garlic. Stir in potatoes, onion, carrots, celery, rosemary, and bay leaf."", 'Close and lock the lid. Select Stew setting and set timer for 25 minutes. Allow 10 to 15 minutes for pressure to build.', ""Release pressure using the natural-release method according to manufacturer's instructions, 10 to 40 minutes."", 'Meanwhile, fill a large pot with lightly salted water and bring to a rapid boil. Cook egg noodles at a boil until tender yet firm to the bite, 7 to 9 minutes. Serve alongside beef stew.']",https://www.allrecipes.com/recipes/14730/soups-stews-and-chili/stews/beef/,Instant Pot Beef Stew with Red Wine,Beef,4.1,7,45 mins,1 hr 15 mins,4 servings,4,594,25g,44g,37g,19,17,4,1.0
1007973-644e3d7b258c4a31acc514a8abe9ab50.jpg,"['2 (15 ounce) cans pear halves', '1 (3 ounce) package lime flavored Jell-O® mix', '1 (8 ounce) package cream cheese, softened', '2 tablespoons milk', '1 (8 ounce) container frozen whipped topping, thawed']","['In a small saucepan, heat 1 cup reserved pear juice to boiling. Pour over lime gelatin in a small bowl; stir until dissolved. Set aside.', 'In a large bowl, beat cream cheese with milk until smooth. Blend in gelatin mixture. Chill in the refrigerator until partially thickened, about 20 to 30 minutes.', 'In a small bowl, mash pears until smooth. Fold pears and whipped topping into gelatin mixture. Pour into a mold. Chill until set, about 2 to 3 hours.', 'Dip mold in warm water for approximately 5 seconds. Invert onto a serving plate']",https://www.allrecipes.com/recipes/980/desserts/specialty-desserts/dessert-salads/jell-o-salad/,Sea Foam Salad,Jell O Salad,4.6,84,5 mins,3 hrs,6 servings,6,373,23g,40g,5g,8,5,6,1.0
384270-bc937e48c34042d7b4acc845c603338e.jpg,"['¾ cup shortening', '1 cup white sugar', '1  egg', '¼ cup molasses', '2 cups all-purpose flour', '2 teaspoons baking soda', '½ teaspoon salt', '1 teaspoon ground cinnamon', '1 teaspoon ground ginger', '½ teaspoon ground cloves']","['Preheat the oven to 350 degrees F (175 degrees C). Line two cookie sheets with parchment paper, or you may use ungreased cookie sheets.', 'In a medium bowl, cream together the shortening and sugar until smooth. Beat in the egg and molasses. Combine the flour, baking soda, salt, cinnamon, ginger and cloves; stir into the batter until it forms a dough. The dough may seem a bit crumbly, but that is ok. Keep mixing and it will come together.', 'Remove dough from the bowl, and knead for a few turns. Pat out into a square, and divide into 6 equal pieces. Roll each piece out into a 12 inch long log. Place 3 logs onto each cookie sheet. Wet the tops of the logs with a little bit of water using your fingertips, then sprinkle with sugar.', 'Bake for 10 to 12 minutes in the preheated oven. Allow the cookies to cool for a couple of minutes, then slice the bars diagonally into 1 inch pieces using a knife or pizza cutter. Remove from cookie sheets to cool on wire racks. When completely cool, store in an airtight container at room temperature.']",https://www.allrecipes.com/recipes/17794/desserts/cookies/gingersnaps/,Gingersnap Strips,Gingersnaps,4.6,11,12 mins,32 mins,5 dozen,60,56,3g,8g,1g,20,10,60,1.0
232024-hard-boiled-eggs-in-the-oven-4x3-58-1-11f2def2a0794ce890161f76c6aae099.jpg,['12  eggs'],"['Preheat the oven to 350 degrees F (175 degrees C).', 'Put an egg in each cup of a standard muffin tin.', 'Dotdash Meredith Food Studios', 'Bake in the preheated oven for 30 minutes.', 'Transfer baked eggs to a large bowl filled with ice water. Let sit until cooled completely, about 10 minutes.', 'Dotdash Meredith Food Studios']",https://www.allrecipes.com/recipes/16705/healthy-recipes/paleo-diet/,Hard-Boiled Eggs in the Oven,Paleo Diet,4.5,99,30 mins,45 mins,12 hard-boiled eggs,12,63,4g,0g,6g,6,1,12,0.0
8262517-82f46dbd29414b39a70d75fd604a20e7.jpg,"['½ teaspoon cumin seeds', '½ teaspoon coriander seeds', '½ teaspoon fennel seeds', '1 pound ground lamb', '2 tablespoons harissa paste', '1 large clove garlic, minced', '1 teaspoon kosher salt', '1 teaspoon paprika']","['Toast cumin, coriander, and fennel seeds in a dry skillet over medium-low heat until fragrant, 1 to 2 minutes. Use a mortar and pestle to grind finely.', 'Combine the ground spices, lamb, harissa, garlic, salt, and paprika in a large bowl. Mix by hand until thoroughly blended. Cover and refrigerate for 30 minutes so spices can permeate the meat.', 'Preheat the oven to 425 degrees F (220 degrees C). Line a rimmed baking sheet with parchment paper.', 'Form the lamb mixture into 1-inch meatballs and place on the prepared sheet.', 'Roast meatballs until the centers are no longer pink, 11 to 12 minutes. An instant-read thermometer inserted into the center of a meatball should read at least 160 degrees F (71 degrees C).']",https://www.allrecipes.com/recipes/17299/meat-and-poultry/lamb/ground/,Merguez Meatballs,Ground,4.5,6,15 mins,1 hr,24 meatballs,24,39,3g,0g,3g,12,8,24,1.0
11361-RicottaCheeseCookies-ddmfs-3x4-8525-2f7964d51b364f33be542c80aace35f5.jpg,"['2 cups white sugar', '1 cup butter, softened', '15 ounces ricotta cheese', '2 large eggs', '2 teaspoons vanilla extract', '4 cups all-purpose flour', '2 tablespoons baking powder', '1 teaspoon salt', '1 1/2 cups confectioners sugar', '3 tablespoons milk']","['Gather all ingredients.', 'Dotdash Meredith Food Studios', 'Preheat the oven to 350 degrees F (175 degrees C). Line baking sheets with parchment paper.', 'Beat together sugar and butter in a large bowl with an electric mixer on low speed until combined. Increase speed to high and beat until light and fluffy, about 5 minutes.', 'Dotdash Meredith Food Studios', 'Reduce speed to medium and beat in ricotta, eggs, and vanilla.', 'Dotdash Meredith Food Studios', 'Reduce speed to low. Add flour, baking powder, and salt; beat until dough forms.', 'Dotdash Meredith Food Studios', 'Drop level tablespoonfuls of dough 2 inches apart onto the prepared baking sheets.', 'Dotdash Meredith Food Studios', 'Bake in the preheated oven until cookies are very lightly golden and soft, about 15 minutes. Use a spatula to remove cookies to a wire rack to cool completely.', ""When cookies are cool, make glaze: Stir together confectioners' sugar and milk in a small bowl until smooth."", 'Dotdash Meredith Food Studios', 'Use a small spoon or spatula to spread glaze on cookies; alternatively, dip each cookie into the bowl of glaze. Decorate as desired.', 'Dotdash Meredith Food Studios']",https://www.allrecipes.com/recipes/16394/desserts/cookies/drop-cookies/,Ricotta Cheese Cookies,Drop Cookies,4.5,204,15 mins,1 hr,6 dozen cookies,36,179,6g,27g,3g,13,10,36,1.0
3507089-egg-roll-wrappers-Lallee-4x3-9cbe411621ab425ba2c8d2231e3e7a29.jpg,"['¾ cup cold water', '1 large egg, beaten', '¼ teaspoon salt', '⅞ cup all-purpose flour', '2 tablespoons peanut oil, divided']","['Whisk cold water, egg, and salt together in a medium bowl. Add flour in 3 batches, mixing well after each addition. Let stand at room temperature for 15 minutes.', 'Heat a wok over high heat. Remove from the heat and thinly coat with 1 tablespoon peanut oil. Return to the heat and reduce the temperature to low.', 'Pour 1/4 of the egg mixture into the warm wok to make an 8-inch diameter circle. Rotate the wok quickly to spread batter into an even layer. Cook until the bottom is golden brown and the edges begin to curl, 45 to 60 seconds. Carefully remove from the wok and place onto a paper towel with the browned side down. Repeat to make one more wrapper.', 'Rub the wok with remaining 1 tablespoon of peanut oil, then make remaining two wrappers as directed above.', 'When wrappers have cooled completely, cut each one in half to yield eight wrappers.']",https://www.allrecipes.com/recipes/16366/appetizers-and-snacks/wraps-and-rolls/egg-rolls/,Egg Roll Wrappers,Egg Rolls,3.7,65,5 mins,35 mins,8 wrappers,8,89,4g,11g,2g,25,5,8,1.0
819698-3d5b5616435a45b388547b0f5af7f88e.jpg,"['1 cup unbleached flour', '1 cup cornmeal', '¼ cup white sugar', '1 teaspoon baking soda', '¾ teaspoon salt', '1 cup plain nonfat yogurt', '2 large eggs, beaten']","['Preheat the oven to 400 degrees F (200 degrees C). Lightly grease an 8-inch square baking pan.', 'Whisk flour, cornmeal, sugar, baking soda, and salt together in a large bowl. Stir in yogurt and eggs until just combined; do not overmix. Pour batter into the prepared pan.', 'Bake in the preheated oven until the center springs back when lightly pressed, 20 to 25 minutes.']",https://www.allrecipes.com/recipes/342/bread/quick-bread/cornbread/,Excellent and Healthy Cornbread,Cornbread,4.3,385,20 mins,30 mins,1 8-inch pan,12,76,1g,14g,3g,11,7,12,1.0
841945-49d8e19d36cd4b70ac508acb2e1752dc.jpg,"['6  eggs', '6  potatoes, peeled and cubed', '1  green bell pepper, seeded and diced', '1  red bell pepper, seeded and diced', '½  onion, chopped', '1 large fresh tomato, chopped', '1 (5 ounce) can tuna, drained', '½ cup green olives with pimento or anchovy, halved', '¼ cup extra virgin olive oil', '2 tablespoons distilled white vinegar', '1 teaspoon salt, or to taste']","['Place egg in a saucepan, and cover with cold water. Bring water to a boil, and immediately remove from heat. Cover, and let eggs stand in hot water for 10 to 12 minutes. Remove from hot water, cool, and peel. Cut eggs into quarters, and set aside.', 'Meanwhile, bring a large pot of salted water to a boil. Add potatoes, and cook until tender but still firm, about 15 minutes. Drain, and transfer to a large bowl.', 'Toss potatoes with eggs, bell peppers, onion, tomato, tuna, green olives, olive oil, and vinegar. Season to taste with salt. Refrigerate, and serve cold']",https://www.allrecipes.com/recipes/17807/appetizers-and-snacks/tapas/,Pipirrana (Spanish Potato Salad),Tapas,4.4,22,20 mins,2 hrs 50 mins,6 servings,6,377,16g,42g,17g,10,11,6,1.0
266760-strawberry-cinnamon-rolls-danielle-k-3-4x3-a8d136abb41a4a6283f3ca8c98238fc5.jpg,"['¾ cup warm water (105 degrees F (41 degrees C))', '¼ cup white sugar', '2 ½ teaspoons instant yeast', '2 ¾ cups all-purpose flour', '2 tablespoons butter', '1  egg', '1 teaspoon salt', '½ stick butter, at room temperature', '⅔ cup brown sugar', '1 tablespoon ground cinnamon', ""1 ½ cups confectioners' sugar"", '¼ cup pureed fresh strawberries', '1 teaspoon vanilla extract', '1 pinch salt']","['Combine water, sugar, and yeast in the bowl of a stand mixer. Allow yeast to bloom until foamy, about 10 minutes.', 'Gradually add flour to the yeast mixture. Heat butter in a small microwave-safe bowl until melted; add to the flour mixture. Add egg and salt. Mix until a soft, sticky dough forms. Transfer dough to the counter and cover with plastic wrap. Let rest until doubled in size, about 1 hour.', 'Roll dough out to a 9x16-inch rectangle on a lightly floured surface. Spread butter on top. Mix brown sugar and cinnamon together in a small bowl; sprinkle over butter. Roll up dough tightly. Cut into 12 pieces.', 'Preheat the oven to 375 degrees F (190 degrees C). Lightly grease a 9x13-inch baking dish.', 'Place rolls in the baking dish. Gently cover with a piece of foil. Allow rolls to rise in a warm area, about 25 minutes.', 'Uncover rolls and bake in the preheated oven until centers are lightly golden brown, 15 to 18 minutes.', 'While rolls are cooling slightly, prepare the glaze. Combine powdered sugar, strawberry puree, vanilla extract, and salt; beat by hand or with an electric mixer until smooth. Spread over the tops of the rolls.']",https://www.allrecipes.com/recipes/1306/bread/pastries/cinnamon-rolls/,Strawberry Cinnamon Rolls,Cinnamon Rolls,4.8,4,15 mins,2 hrs 15 mins,12 cinnamon rolls,12,291,7g,55g,4g,20,14,12,0.0
216059-kelsandras-pumpkin-cinnamon-rolls-ddmfs-beauty-4x3-BG-25550-89d8aecf12ce4e2fb4aa1fdda28586ef.jpg,"['¼ cup warm water (100 degrees F/38 degrees C)', '1 (.25 ounce) package active dry yeast', '1 (15 ounce) can pumpkin puree', '¾ cup white sugar', '1 (5 ounce) can evaporated milk', '3 tablespoons olive oil', '1 large egg, beaten', '2 teaspoons pumpkin pie spice', '5 cups all-purpose flour, or more if needed', '¼ cup melted butter', '1 ¼ cups brown sugar, packed', '2 tablespoons pumpkin pie spice', ""1 cup confectioners' sugar"", '¼ cup milk', '2 tablespoons butter, melted', '1 (3 ounce) package cream cheese, softened', '½ teaspoon vanilla extract']","['Gather all ingredients.', 'Dotdash Meredith Food Studios', 'To make the dough: Pour warm water into a large mixing bowl and sprinkle yeast over top. Allow to stand until yeast begins to form a creamy foam, 5 to 10 minutes.', 'Dotdash Meredith Food Studios', 'Add pumpkin puree, sugar, evaporated milk, olive oil, and egg to the yeast mixture; mix until thoroughly combined. Stir in pumpkin pie spice, then mix in about 5 cups of flour, or as needed, until a stiff dough forms.', 'Dotdash Meredith Food Studios', ""Turn dough out onto a floured work surface and knead until smooth and elastic, but still slightly sticky, about 8 minutes. Form dough into a ball, then place in an oiled bowl, cover with a cloth, and let rise in a warm place for about 45 minutes. (The dough will rise, but it won't double.)"", 'Dotdash Meredith Food Studios', 'Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking dish.', 'Punch down the dough, then roll it out on a floured work surface to an 18x26-inch rectangle. Brush the top with melted butter. Make the filling: Mix together brown sugar and pumpkin pie spice in a small bowl; sprinkle evenly over the buttered dough.', 'Dotdash Meredith Food Studios', 'Start at the longer edge and roll dough over filling into a log. Pinch the seam closed, then use a serrated knife to cut the log into 12 equal rolls.', 'Dotdash Meredith Food Studios', 'Transfer rolls to the prepared baking dish with the cut-sides facing up. Bake in the preheated oven until light golden brown on the edges, 30 to 40 minutes.', 'Dotdash Meredith Food Studios', ""While the rolls are baking, make the glaze: Beat confectioners' sugar, milk, butter, cream cheese, and vanilla in a bowl until well combined."", 'Dotdash Meredith Food Studios', 'Remove pumpkin rolls from the oven and immediately spread glaze over top. Serve and enjoy!', 'Dotdash Meredith Food Studios']",https://www.allrecipes.com/recipes/1306/bread/pastries/cinnamon-rolls/,Kelsandra's Pumpkin Cinnamon Rolls,Cinnamon Rolls,4.4,89,35 mins,1 hr 55 mins,12 cinnamon rolls,12,514,14g,91g,8g,29,17,12,1.0
5602868-3c413b69d4394a909e311756314fc383.jpg,"['cooking spray', '1 pound extra-lean ground beef', '1 cup diced petite-cut tomatoes', '1 cup seasoned bread crumbs', '¼ cup egg substitute', '4 tablespoons ketchup, divided', '2 tablespoons dried minced onion', '1 tablespoon Worcestershire sauce', '1 teaspoon salt', '¾ teaspoon ground black pepper', '2 tablespoons packed brown sugar', '1 tablespoon apple cider vinegar']","['Preheat the oven to 350 degrees F (175 degrees C). Spray a 12-cup muffin tin with cooking spray.', 'Combine beef, tomatoes, bread crumbs, egg substitute, 3 tablespoons ketchup, dried onion, Worcestershire sauce, salt, and pepper in a bowl. Fill muffin cups with the beef mixture.', 'Mix remaining 1 tablespoon ketchup with brown sugar and vinegar in a small bowl to create a glaze. Brush or spoon glaze over the muffins.', 'Bake in the preheated oven until muffins are no longer pink in the center, about 35 minutes. An instant-read thermometer inserted into the center should read at least 160 degrees F (70 degrees C).']",https://www.allrecipes.com/recipes/23081/everyday-cooking/make-ahead/meal-prep/,Make-Ahead Meatloaf Muffins,Meal Prep,3.5,2,35 mins,50 mins,12 muffins,12,131,5g,12g,9g,10,12,12,1.0
9219433-47a7efc3826b46d9828df0b7f0db3029.jpg,"['2 pounds ground beef', '2  eggs', '1 ½ (4 ounce) packets saltine crackers, crushed', '1 envelope dry onion soup mix', '2 tablespoons butter', '1 (22 ounce) can low-fat cream of mushroom soup', '2 cups milk']","['Mix beef, eggs, saltines, and onion soup mix together. Form into medium-sized meatballs.', 'Melt butter in a frying pan over medium-low heat. Add meatballs; cover and cook, turning frequently, until evenly browned, 8 to 10 minutes.', 'Pour cream of mushroom soup into a bowl. Fill empty can 3/4 full with milk and mix into the soup. Pour sauce over meatballs and simmer until thickened, about 10 minutes more.']",https://www.allrecipes.com/recipes/15455/main-dish/meatballs/,Swedish Meatballs with Cream of Mushroom Soup,Meatballs,4.3,4,20 mins,30 mins,8 servings,8,442,23g,30g,27g,6,7,8,0.0
970829-25731359a23b4af785f3a2adb4bb74b8.jpg,"['½ pound chopped dates', '1 cup golden raisins', '½ cup red wine', '½ cup coarsely chopped walnuts', '1 teaspoon ground cinnamon', ""½ cup confectioners' sugar""]","['Place the chopped dates and golden raisins in a small saucepan with the wine. Cook over low heat, stirring occasionally, until the fruit thickens to a soft paste. Cool.', 'Stir nuts and cinnamon into the cooled fruit mixture.', ""Form paste into small, bite-size balls. Roll in confectioners' sugar.""]",https://www.allrecipes.com/recipes/13378/side-dish/sauces-and-condiments/relishes/,Date Haroset,Relishes,4.3,10,1 hr,2 hrs 15 mins,5 dozen,40,47,1g,9g,1g,2,6,40,1.0
8175100-bda62defa8ad455bba2e35a52ccfe337.jpg,"['½ pound andouille sausage, sliced', '1 small yellow onion, diced', '½  red bell pepper, diced', '½  green bell pepper, diced', '1  celery rib, diced', '1 (12 ounce) bag tortilla chips', '12 ounces raw peeled and deveined shrimp', '1 tablespoon olive oil', '2 teaspoons seafood seasoning (such as Old Bay®)', '1 (8 ounce) package shredded Colby Jack cheese']","['Heat a skillet over medium-high heat. Add andouille and cook for 2 minutes. Add onion and cook for 2 minutes more. Add bell peppers and cook for 2 minutes more. Remove from heat and stir in celery.', 'Line a baking sheet with foil and place tortilla chips on top. Cover chips with the sausage mixture.', 'Place shrimp in a bowl; add oil and seafood seasoning. Stir to coat. Place shrimp in the same skillet and cook over medium-high heat for 3 minutes. Scatter shrimp on top of the sausage mixture. Sprinkle Colby Jack cheese over the nachos.', ""Set an oven rack about 6 inches from the heat source and preheat the oven's broiler to low. Broil nachos until cheese has melted, about 3 minutes.""]",https://www.allrecipes.com/recipes/1228/appetizers-and-snacks/cheese/nachos/,Cajun Shrimp and Andouille Nachos,Nachos,4.8,6,15 mins,30 mins,8 servings,8,464,29g,31g,20g,8,10,8,1.0
1558942-dads-cheesy-bacon-wrapped-meat-loaf-Bill-Champion-4x3-1-2e5aa3a38b8d4a0a983ac6bc82787646.jpg,"['2 pounds ground beef', '2  eggs', '2 tablespoons ketchup', '1 cup dry bread crumbs', '1 tablespoon Parmesan cheese', '1 teaspoon garlic powder', '½ teaspoon kosher salt', '½ teaspoon dried oregano', '½ teaspoon dried basil', '½ teaspoon ground black pepper', '1 small yellow onion, diced', '6 slices bacon', '8 ounces sharp Cheddar cheese, cut into quarters', '1 tablespoon ketchup']","['Preheat an oven to 375 degrees F (190 degrees C).', 'Combine ground beef, eggs and 2 tablespoons of ketchup in a large bowl. Mix well, then add bread crumbs, Parmesan cheese, garlic powder, salt, oregano, basil, pepper, and onion. Set mixture aside. Line the bottom of a 9x13 inch pan with bacon, widthwise. Place half of the meat mixture across the top of the bacon. Lay 3 of the 4 pieces of Cheddar cheese across the center of the meat, lengthwise. Cover the cheese with the second half of the meat mixture and mold the meat into a loaf shape. Pull the ends of the bacon up and around the loaf. Spread 1 tablespoon of ketchup thinly over the loaf.', 'Bake in the preheated oven until no longer pink in the center, about 60 minutes. An instant-read thermometer inserted into the center should read at least 160 degrees F (70 degrees C). Remove from the oven.', 'Cut the final piece of Cheddar cheese into slices and place on top of the meat loaf. Return the meat loaf to the oven and continue baking until the cheese is melted, about 5 minutes. Remove from the oven and allow the meat loaf to rest for 5 minutes before serving.']",https://www.allrecipes.com/recipes/256/main-dish/meatloaf/,Dad's Cheesy Bacon Wrapped Meat Loaf,Meatloaf,4.7,220,1 hr 5 mins,1 hr 30 mins,6 servings,6,589,38g,17g,44g,19,14,6,1.0
AR-230037-mini-sweet-potato-pumpkin-pies-ddmfs-beauty-4x3-3e5fa2c9a5ca4deba607423066ded7fe.jpg,"['1  egg, separated', '1  egg', '6  mini graham cracker pie crusts (such as Keebler®)', '½ (16 ounce) can sweet potatoes, drained and mashed', '½ (17 ounce) can pumpkin pie filling', '1 cup white sugar', '½ cup butter, softened', '½ cup milk', '1 teaspoon pumpkin pie spice', '1 teaspoon vanilla extract', '6 tablespoons whipped cream, divided', '6  walnut halves']","['Gather all ingredients. Preheat oven to 350 degrees F (175 degrees C).', 'Dotdash Meredith Food Studios', 'Place the white of the separated egg in a small bowl and the yolk in a large bowl.', 'Dotdash Meredith Food Studios', 'Beat egg white and brush the edges of each pie crust with egg white.', 'Dotdash Meredith Food Studios', 'Add the second whole egg to the egg yolk; whisk together.', 'Dotdash Meredith Food Studios', 'Stir sweet potatoes, pumpkin pie filling, sugar, butter, milk, pumpkin pie spice, and vanilla extract into the egg and yolk.', 'Dotdash Meredith Food Studios', 'Spoon mixture evenly into the pie crusts. Place pies on a baking sheet.', 'Dotdash Meredith Food Studios', 'Bake in the preheated oven until middle of each pie is set, about 15 minutes. Cool pies for 15 minutes.', 'Dotdash Meredith Food Studios', 'Place 1 tablespoon whipped cream atop each pie; gently press 1 walnut half into the whipped cream of each pie.', 'Dotdash Meredith Food Studios']",https://www.allrecipes.com/recipes/822/desserts/pies/sweet-potato-pie/,Mini Sweet Potato Pumpkin Pies,Sweet Potato Pie,4.7,3,15 mins,45 mins,6 mini pies,6,518,26g,69g,5g,5,12,6,0.0
9223621-f6b7e240298d48ef8bf2e407af16a48e.jpg,"['1 tablespoon vegetable oil', '1 large onion, chopped', '1 large carrot, peeled and chopped', '1  green bell pepper, chopped', '3 cloves garlic, minced', '1 ½ teaspoons chili powder', '1 teaspoon ground cumin', '1 teaspoon paprika', '1 teaspoon onion powder', '1 teaspoon garlic powder', '½ teaspoon freshly ground black pepper, or to taste', '4 tablespoons tomato paste', '2 cups water', '1 (14.5 ounce) can no-salt-added diced tomatoes', '1 cup red lentils, rinsed and drained', '2 tablespoons molasses, or more to taste', '1 tablespoon Worcestershire sauce', '1 teaspoon prepared yellow mustard', '1 teaspoon apple cider vinegar', '¾ teaspoon kosher salt, or to taste', '6 medium hamburger buns, split']","['Heat vegetable oil in a large skillet over medium heat. Add onion, carrot, bell pepper, and garlic. Cook, stirring frequently, until vegetables are softened, 7 to 9 minutes. Season with chili powder, cumin, paprika, onion powder, garlic powder, and black pepper. Cook and stir for 30 seconds. Mix in tomato paste, and cook another 60 seconds, stirring constantly.', 'Add water, diced tomatoes, and lentils, stirring to combine. Bring mixture to a gentle simmer, cover, reduce heat to low, and cook until lentils are tender, but not falling apart, 15 to 20 minutes.', 'Mix in molasses, Worcestershire sauce, mustard, vinegar, and salt. Cook, uncovered, an additional 10 minutes, or until mixture has thickened slightly. Taste, and adjust seasonings as needed. Allow to cool 5 minutes before serving on buns with desired toppings.']",https://www.allrecipes.com/recipes/14930/main-dish/sandwiches/sloppy-joes/,Healthy Sloppy Joes with Lentils,Sloppy Joes,3.3,3,40 mins,1 hr 5 mins,6 servings,6,629,11g,110g,23g,19,21,6,1.0
8553687-hamburger-goulash-Dhal-Glad-4x3-1-0204647f2a294b099d3f470d2516ef83.jpg,"['1 pound lean ground beef', '4  potatoes, peeled and cubed', '¼ cup sliced onion', '1 ½ cups frozen corn kernels', '1 (15 ounce) can cut green beans, drained', '1 cup elbow macaroni', '1 teaspoon salt', '1 teaspoon ground black pepper', '2 (8 ounce) cans tomato sauce', '2 teaspoons Worcestershire sauce (Optional)', '1 teaspoon garlic salt', '½ teaspoon dried basil']","['Place ground beef in a large, deep skillet. Cook over medium-high heat until evenly brown. Drain, crumble, and set aside.', 'Add all ingredients (except noodles) to browned ground meat and simmer for 1 hour, then add noodles.']",https://www.allrecipes.com/recipes/17046/soups-stews-and-chili/stews/goulash/,Hamburger Goulash,Goulash,4.2,174,1 hr 20 mins,1 hr 35 mins,8 servings,8,334,12g,41g,16g,4,12,8,1.0
939159-d82dac09848d40af97f7fd580edb980c.jpg,"['2 pounds pork tenderloin', '¼ cup softened butter', 'salt and pepper to taste', '1 teaspoon ground thyme', '2 teaspoons garlic powder', '1 (18 ounce) jar apricot preserves', '2 tablespoons honey, or to taste', '¼ cup dry sherry']","['Preheat an oven to 350 degrees F (175 degrees C).', 'Spread butter all over the pork tenderloin. Season with salt, pepper, and thyme. Combine garlic powder, apricot preserves, honey, and sherry in a separate bowl.', 'Roast the pork in the preheated oven for 30 to 40 minutes. Remove the pork from the oven and brush with the apricot sauce. Return the pork to the oven. Continue roasting, basting occasionally with the remaining sauce, until the pork is no longer pink in the center, about 15 minutes. An instant-read thermometer inserted into the center should read 145 degrees F (63 degrees C).']",https://www.allrecipes.com/recipes/1014/meat-and-poultry/pork/tenderloin/,Apricot Pork Tenderloin,Tenderloin,4.6,168,45 mins,55 mins,6 servings,6,440,11g,63g,24g,10,8,6,1.0
